682545.2000000001,4213796.58,413.32,6346
682545.03,4213796.72,413.26,6346
682545.93,4213796.0,413.45,6346
682546.67,4213795.42,413.46000000000004,6346
682546.75,4213796.2,413.33,6346
682546.55,4213795.59,413.45,6346
682547.35,4213796.51,413.40000000000003,6346
682548.1,4213795.92,413.3,6346
682547.54,4213795.57,413.36,6346
682547.88,4213795.97,413.38,6346
682548.37,4213796.61,413.74,6346
682544.4500000001,4213797.16,413.34000000000003,6346
682545.17,4213797.44,413.32,6346
682544.38,4213798.0600000005,413.31,6346
682545.87,4213797.67,413.31,6346
682546.62,4213797.09,413.22,6346
682545.97,4213796.82,413.25,6346
682545.63,4213797.66,413.33,6346
682546.36,4213797.11,413.27,6346
682547.63,4213797.21,413.66,6346
682546.92,4213797.79,413.26,6346
682547.28,4213797.79,413.34000000000003,6346
682547.96,4213797.22,413.90000000000003,6346
682547.0,4213797.78,413.25,6346
682549.31,4213797.03,413.66,6346
682548.55,4213797.64,413.39,6346
682548.29,4213798.05,413.32,6346
682543.63,4213799.42,413.3,6346
682543.59,4213798.68,413.33,6346
682542.8,4213799.3,413.33,6346
682544.38,4213798.84,413.3,6346
682545.12,4213798.25,413.32,6346
682545.4,4213798.98,413.29,6346
682544.65,4213799.57,413.35,6346
682545.05,4213799.53,413.35,6346
682544.78,4213799.45,413.3,6346
682544.89,4213798.23,413.32,6346
682545.52,4213798.9,413.3,6346
682546.16,4213798.39,413.32,6346
682545.8,4213798.95,413.31,6346
682546.54,4213798.37,413.31,6346
682546.2000000001,4213799.5,413.3,6346
682546.27,4213798.33,413.35,6346
682547.02,4213799.42,413.28000000000003,6346
682547.76,4213798.84,413.33,6346
682547.77,4213798.26,413.31,6346
682546.99,4213798.88,413.33,6346
682547.56,4213798.61,413.33,6346
682548.52,4213798.25,413.26,6346
682549.05,4213798.82,413.33,6346
682548.29,4213799.41,413.33,6346
682548.54,4213799.46,413.36,6346
682549.29,4213798.88,413.32,6346
682549.59,4213799.54,413.32,6346
682549.74,4213798.24,413.77,6346
682550.61,4213799.43,413.33,6346
682550.02,4213798.3,413.44,6346
682551.1,4213798.32,413.90000000000003,6346
682550.38,4213798.92,413.33,6346
682552.36,4213799.0600000005,413.82,6346
682553.42,4213799.34,413.7,6346
682542.14,4213800.59,413.33,6346
682542.01,4213799.91,413.38,6346
682541.22,4213800.53,413.37,6346
682542.26,4213800.93,413.35,6346
682541.1900000001,4213801.0200000005,413.37,6346
682542.87,4213800.01,413.37,6346
682543.88,4213800.17,413.38,6346
682543.13,4213800.76,413.39,6346
682543.55,4213800.7,413.39,6346
682543.3200000001,4213800.5600000005,413.40000000000003,6346
682543.08,4213800.3100000005,413.38,6346
